State,Zip,County,Green,Yellow,Red
FL,33786,Pinellas County,,Yellow,
FL,34677,Pinellas County,,Yellow,
FL,34681,Pinellas County,Green,,
FL,34683,Pinellas County,,Yellow,
FL,34684,Pinellas County,,,Red
FL,34685,Pinellas County,,,Red
FL,34688,Pinellas County,,,Red
FL,34689,Pinellas County,,Yellow,
FL,34695,Pinellas County,,Yellow,
FL,34698,Pinellas County,,,Red
FL,33547,Polk County,,,Red
FL,33801,Polk County,Green,,
FL,33802,Polk County,,,Red
FL,33803,Polk County,,,Red
FL,33805,Polk County,Green,,
FL,33807,Polk County,,,Red
FL,33809,Polk County,,Yellow,
FL,33810,Polk County,Green,,
FL,33811,Polk County,,Yellow,
FL,33812,Polk County,,Yellow,
FL,33813,Polk County,,,Red
FL,33815,Polk County,Green,,
FL,33820,Polk County,Green,,
FL,33823,Polk County,,Yellow,
FL,33825,Polk County,,Yellow,
FL,33827,Polk County,Green,,
FL,33830,Polk County,,,Red
FL,33834,Polk County,Green,,
FL,33835,Polk County,Green,,
FL,33836,Polk County,,,Red
FL,33837,Polk County,Green,,
FL,33838,Polk County,Green,,
FL,33839,Polk County,,,Red
FL,33840,Polk County,Green,,
FL,33841,Polk County,Green,,
FL,33843,Polk County,Green,,
FL,33844,Polk County,Green,,
FL,33845,Polk County,,,Red
FL,33846,Polk County,Green,,
FL,33847,Polk County,Green,,
FL,33849,Polk County,,Yellow,
FL,33850,Polk County,,Yellow,
FL,33851,Polk County,Green,,
FL,33853,Polk County,,Yellow,
FL,33855,Polk County,,Yellow,
FL,33858,Polk County,,Yellow,
FL,33859,Polk County,Green,,
FL,33860,Polk County,Green,,
FL,33863,Polk County,,,Red
FL,33867,Polk County,,,Red
FL,33868,Polk County,Green,,
FL,33877,Polk County,,Yellow,
FL,33880,Polk County,,,Red
FL,33881,Polk County,Green,,
FL,33883,Polk County,,,Red
FL,33884,Polk County,Green,,
FL,33896,Polk County,,Yellow,
FL,33897,Polk County,,Yellow,
FL,33898,Polk County,,Yellow,
FL,34714,Polk County,,Yellow,
FL,34741,Polk County,,Yellow,
FL,34744,Polk County,,,Red
FL,34758,Polk County,,,Red
FL,34759,Polk County,,Yellow,
FL,32043,Putnam County,,,Red
FL,32112,Putnam County,,,Red
FL,32131,Putnam County,,Yellow,
FL,32134,Putnam County,,Yellow,
FL,32139,Putnam County,Green,,
FL,32140,Putnam County,,Yellow,
FL,32148,Putnam County,Green,,
FL,32177,Putnam County,,,Red
FL,32181,Putnam County,,Yellow,
FL,32187,Putnam County,Green,,
FL,32189,Putnam County,,Yellow,
FL,32193,Putnam County,,,Red
FL,32640,Putnam County,Green,,
FL,32666,Putnam County,,Yellow,
FL,32531,Santa Rosa County,,Yellow,
FL,32561,Santa Rosa County,,,Red
FL,32563,Santa Rosa County,,,Red
FL,32564,Santa Rosa County,Green,,
FL,32565,Santa Rosa County,,Yellow,
FL,32566,Santa Rosa County,,Yellow,
FL,32570,Santa Rosa County,Green,,
FL,32571,Santa Rosa County,,Yellow,
FL,32583,Santa Rosa County,Green,,
FL,34223,Sarasota County,,,Red
FL,34224,Sarasota County,,,Red
FL,34228,Sarasota County,,,Red
FL,34229,Sarasota County,,,Red
FL,34231,Sarasota County,,Yellow,
FL,34232,Sarasota County,,Yellow,
FL,34233,Sarasota County,,Yellow,
FL,34234,Sarasota County,Green,,
FL,34235,Sarasota County,Green,,
FL,34236,Sarasota County,,,Red
FL,34237,Sarasota County,,Yellow,
FL,34238,Sarasota County,,,Red
FL,34239,Sarasota County,,,Red
FL,34240,Sarasota County,Green,,
FL,34241,Sarasota County,,,Red
FL,34242,Sarasota County,,,Red
FL,34243,Sarasota County,,,Red
FL,34251,Sarasota County,Green,,
FL,34266,Sarasota County,,Yellow,
FL,34275,Sarasota County,,,Red
FL,34285,Sarasota County,,,Red
FL,34286,Sarasota County,,Yellow,
FL,34287,Sarasota County,,Yellow,
FL,34288,Sarasota County,,Yellow,
FL,34289,Sarasota County,,,Red
FL,34291,Sarasota County,,Yellow,
FL,34292,Sarasota County,,,Red
FL,34293,Sarasota County,,,Red
FL,32701,Seminole County,Green,,
FL,32703,Seminole County,,,Red
FL,32707,Seminole County,,Yellow,
FL,32708,Seminole County,,,Red
FL,32714,Seminole County,,,Red
FL,32730,Seminole County,,,Red
FL,32732,Seminole County,,,Red
FL,32746,Seminole County,,,Red
FL,32750,Seminole County,Green,,
FL,32751,Seminole County,Green,,
FL,32765,Seminole County,Green,,
FL,32766,Seminole County,,,Red
FL,32771,Seminole County,Green,,
FL,32773,Seminole County,Green,,
FL,32779,Seminole County,,,Red
FL,32792,Seminole County,,Yellow,
FL,32817,Seminole County,,,Red
FL,32033,St. Johns County,,,Red
FL,32080,St. Johns County,,Yellow,
FL,32081,St. Johns County,Green,,
FL,32082,St. Johns County,,,Red
FL,32084,St. Johns County,Green,,
FL,32086,St. Johns County,Green,,
FL,32092,St. Johns County,Green,,
FL,32095,St. Johns County,,,Red
FL,32145,St. Johns County,,Yellow,
FL,32202,St. Johns County,,Yellow,
FL,32211,St. Johns County,,,Red
FL,32224,St. Johns County,,Yellow,
FL,32234,St. Johns County,,Yellow,
FL,32258,St. Johns County,,,Red
FL,32259,St. Johns County,,,Red
FL,34945,St. Lucie County,,Yellow,
FL,34946,St. Lucie County,,Yellow,
FL,34947,St. Lucie County,,Yellow,
FL,34948,St. Lucie County,,,Red
FL,34949,St. Lucie County,,,Red
FL,34950,St. Lucie County,,Yellow,
FL,34951,St. Lucie County,,Yellow,
FL,34952,St. Lucie County,Green,,
FL,34953,St. Lucie County,Green,,
FL,34957,St. Lucie County,,Yellow,
FL,34981,St. Lucie County,,Yellow,
FL,34982,St. Lucie County,,Yellow,
FL,34983,St. Lucie County,Green,,
FL,34984,St. Lucie County,Green,,
FL,34986,St. Lucie County,,Yellow,
FL,34987,St. Lucie County,Green,,
FL,34988,St. Lucie County,,,Red
FL,34990,St. Lucie County,,,Red
FL,32159,Sumter County,Green,,
FL,32162,Sumter County,,,Red
FL,32163,Sumter County,Green,,
FL,33513,Sumter County,Green,,
FL,33514,Sumter County,Green,,
FL,33521,Sumter County,,,Red
FL,33538,Sumter County,Green,,
FL,33585,Sumter County,,Yellow,
FL,33597,Sumter County,Green,,
FL,34484,Sumter County,Green,,
FL,34731,Sumter County,,,Red
FL,34762,Sumter County,,,Red
FL,34785,Sumter County,,,Red
FL,32008,Suwannee County,,Yellow,
FL,32024,Suwannee County,Green,,
FL,32055,Suwannee County,,,Red
FL,32060,Suwannee County,Green,,
FL,32062,Suwannee County,Green,,
FL,32064,Suwannee County,,Yellow,
FL,32071,Suwannee County,,Yellow,
FL,32094,Suwannee County,Green,,
FL,32096,Suwannee County,,,Red
FL,32331,Taylor County,,,Red
FL,32336,Taylor County,,,Red
FL,32347,Taylor County,,,Red
FL,32348,Taylor County,,,Red
FL,32356,Taylor County,,Yellow,
FL,32357,Taylor County,,Yellow,
FL,32359,Taylor County,Green,,
FL,32054,Union County,Green,,
FL,32058,Union County,,,Red
FL,32083,Union County,Green,,
FL,32697,Union County,,Yellow,
FL,32102,Volusia County,,Yellow,
FL,32114,Volusia County,Green,,
FL,32117,Volusia County,Green,,
FL,32118,Volusia County,,,Red
FL,32119,Volusia County,,Yellow,
FL,32124,Volusia County,,,Red
FL,32127,Volusia County,,Yellow,
FL,32128,Volusia County,,,Red
FL,32129,Volusia County,Green,,
FL,32130,Volusia County,,,Red
FL,32132,Volusia County,,,Red
FL,32136,Volusia County,Green,,
FL,32141,Volusia County,Green,,
FL,32168,Volusia County,,Yellow,
FL,32169,Volusia County,,,Red
FL,32174,Volusia County,,,Red
FL,32176,Volusia County,,,Red
FL,32180,Volusia County,Green,,
FL,32190,Volusia County,,,Red
FL,32713,Volusia County,,,Red
FL,32720,Volusia County,,Yellow,
FL,32724,Volusia County,,Yellow,
FL,32725,Volusia County,,,Red
FL,32738,Volusia County,,Yellow,
FL,32744,Volusia County,,Yellow,
FL,32754,Volusia County,,Yellow,
FL,32759,Volusia County,,,Red
FL,32763,Volusia County,,Yellow,
FL,32764,Volusia County,,Yellow,
FL,32327,Wakulla County,Green,,
FL,32346,Wakulla County,Green,,
FL,32355,Wakulla County,Green,,
FL,32358,Wakulla County,Green,,
FL,32407,Walton County,,,Red
FL,32413,Walton County,,,Red
FL,32433,Walton County,Green,,
FL,32435,Walton County,Green,,
FL,32439,Walton County,,Yellow,
FL,32455,Walton County,Green,,
FL,32459,Walton County,Green,,
FL,32461,Walton County,,Yellow,
FL,32462,Walton County,Green,,
FL,32464,Walton County,,Yellow,
FL,32539,Walton County,Green,,
FL,32541,Walton County,,,Red
FL,32550,Walton County,,,Red
FL,32567,Walton County,Green,,
FL,32578,Walton County,,Yellow,
FL,32420,Washington County,,,Red
FL,32425,Washington County,Green,,
FL,32427,Washington County,,Yellow,
FL,32428,Washington County,Green,,
FL,32431,Washington County,Green,,
FL,32437,Washington County,Green,,
FL,32438,Washington County,Green,,
FL,32462,Washington County,Green,,
FL,32463,Washington County,Green,,
FL,32466,Washington County,,Yellow,
