State,Zip,County,Green,Yellow,Red,Parcels,Zip_STR_6mo,Zip_STR_12mo,County_STR_6mo,County_STR_12mo,County_Parcels
TN,37691,Johnson County,,,Red,53,0,0,100,100,582
TN,37709,Knox County,,,Red,8,0,0,98,99,12847
TN,37721,Knox County,Green,,,464,100,100,98,99,12847
TN,37754,Knox County,Green,,,79,100,100,98,99,12847
TN,37764,Knox County,Green,,,72,0,100,98,99,12847
TN,37772,Knox County,,,Red,2,0,0,98,99,12847
TN,37779,Knox County,,,Red,18,0,100,98,99,12847
TN,37806,Knox County,,,Red,167,100,100,98,99,12847
TN,37807,Knox County,Green,,,8,0,0,98,99,12847
TN,37830,Knox County,,,Red,27,0,100,98,99,12847
TN,37849,Knox County,Green,,,560,100,100,98,99,12847
TN,37853,Knox County,,,Red,17,100,100,98,99,12847
TN,37871,Knox County,,,Red,236,100,100,98,99,12847
TN,37902,Knox County,,,Red,13,0,100,98,99,12847
TN,37909,Knox County,,,Red,194,100,100,98,99,12847
TN,37912,Knox County,,,Red,332,100,100,98,99,12847
TN,37914,Knox County,Green,,,1193,92,97,98,99,12847
TN,37915,Knox County,,Yellow,,205,100,100,98,99,12847
TN,37916,Knox County,,,Red,31,0,0,98,99,12847
TN,37917,Knox County,,,Red,798,100,100,98,99,12847
TN,37918,Knox County,,,Red,975,100,100,98,99,12847
TN,37919,Knox County,,Yellow,,686,100,100,98,99,12847
TN,37920,Knox County,Green,,,2002,97,99,98,99,12847
TN,37921,Knox County,Green,,,1274,100,100,98,99,12847
TN,37922,Knox County,Green,,,682,100,100,98,99,12847
TN,37923,Knox County,,,Red,282,100,100,98,99,12847
TN,37924,Knox County,,Yellow,,500,100,100,98,99,12847
TN,37931,Knox County,Green,,,504,100,100,98,99,12847
TN,37932,Knox County,,,Red,380,100,100,98,99,12847
TN,37934,Knox County,,,Red,454,100,100,98,99,12847
TN,37938,Knox County,,,Red,683,100,100,98,99,12847
TN,38079,Lake County,,,Red,266,100,100,100,100,468
TN,38080,Lake County,,,Red,179,100,100,100,100,468
TN,38037,Lauderdale County,,,Red,79,0,0,100,100,1222
TN,38040,Lauderdale County,,,Red,260,0,100,100,100,1222
TN,38041,Lauderdale County,,,Red,206,0,100,100,100,1222
TN,38063,Lauderdale County,,,Red,671,100,100,100,100,1222
TN,38456,Lawrence County,,,Red,92,100,100,82,91,1194
TN,38457,Lawrence County,,,Red,73,0,67,82,91,1194
TN,38463,Lawrence County,,,Red,69,75,75,82,91,1194
TN,38464,Lawrence County,,,Red,389,100,100,82,91,1194
TN,38468,Lawrence County,,,Red,199,67,75,82,91,1194
TN,38469,Lawrence County,,,Red,149,100,100,82,91,1194
TN,38473,Lawrence County,,,Red,2,0,0,82,91,1194
TN,38474,Lawrence County,,,Red,9,0,0,82,91,1194
TN,38481,Lawrence County,,,Red,30,100,100,82,91,1194
TN,38483,Lawrence County,,,Red,88,0,100,82,91,1194
TN,38486,Lawrence County,,,Red,90,50,80,82,91,1194
TN,38461,Lewis County,,,Red,23,0,0,100,100,273
TN,38462,Lewis County,,,Red,190,100,100,100,100,273
TN,38474,Lewis County,,,Red,7,0,0,100,100,273
TN,38483,Lewis County,,,Red,46,0,100,100,100,273
TN,38485,Lewis County,,,Red,5,0,0,100,100,273
TN,37047,Lincoln County,,,Red,5,0,0,72,88,1004
TN,37144,Lincoln County,,,Red,113,50,67,72,88,1004
TN,37328,Lincoln County,,,Red,87,0,100,72,88,1004
TN,37334,Lincoln County,,,Red,390,57,81,72,88,1004
TN,37335,Lincoln County,,,Red,92,100,100,72,88,1004
TN,37348,Lincoln County,,,Red,59,100,100,72,88,1004
TN,37359,Lincoln County,,,Red,36,100,100,72,88,1004
TN,38449,Lincoln County,,,Red,63,0,100,72,88,1004
TN,38453,Lincoln County,,,Red,24,0,100,72,88,1004
TN,38459,Lincoln County,,,Red,22,0,100,72,88,1004
TN,38478,Lincoln County,,,Red,2,0,0,72,88,1004
TN,38488,Lincoln County,,,Red,108,100,100,72,88,1004
TN,37737,Loudon County,,,Red,3,0,0,100,100,284
TN,37742,Loudon County,,,Red,42,0,0,100,100,284
TN,37771,Loudon County,,,Red,34,0,100,100,100,284
TN,37772,Loudon County,,,Red,45,0,0,100,100,284
TN,37774,Loudon County,,,Red,85,100,100,100,100,284
TN,37846,Loudon County,,,Red,44,0,0,100,100,284
TN,37874,Loudon County,,,Red,24,0,100,100,100,284
TN,37885,Loudon County,,,Red,5,0,0,100,100,284
TN,37922,Loudon County,,,Red,2,0,0,100,100,284
TN,37022,Macon County,,,Red,13,100,100,70,86,651
TN,37057,Macon County,,,Red,22,100,100,70,86,651
TN,37074,Macon County,,,Red,56,0,0,70,86,651
TN,37083,Macon County,,,Red,289,100,100,70,86,651
TN,37145,Macon County,,,Red,35,0,100,70,86,651
TN,37150,Macon County,,,Red,128,50,67,70,86,651
TN,37186,Macon County,,,Red,97,50,60,70,86,651
TN,38588,Macon County,,,Red,11,0,0,70,86,651
TN,38006,Madison County,,,Red,30,0,100,82,95,1644
TN,38301,Madison County,,,Red,408,0,100,82,95,1644
TN,38305,Madison County,,,Red,317,67,88,82,95,1644
TN,38313,Madison County,,,Red,132,100,100,82,95,1644
TN,38343,Madison County,,,Red,81,0,67,82,95,1644
TN,38348,Madison County,,,Red,3,0,0,82,95,1644
TN,38351,Madison County,,,Red,12,0,0,82,95,1644
TN,38355,Madison County,,,Red,76,100,100,82,95,1644
TN,38356,Madison County,,,Red,136,100,100,82,95,1644
TN,38362,Madison County,,,Red,25,0,100,82,95,1644
TN,38366,Madison County,,,Red,93,100,100,82,95,1644
TN,38378,Madison County,,,Red,1,0,0,82,95,1644
TN,38391,Madison County,,,Red,228,100,100,82,95,1644
TN,38392,Madison County,,,Red,95,100,100,82,95,1644
TN,37340,Marion County,,,Red,9,0,0,88,94,604
TN,37347,Marion County,,,Red,67,100,100,88,94,604
TN,37356,Marion County,,,Red,21,100,100,88,94,604
TN,37365,Marion County,,,Red,3,0,0,88,94,604
TN,37374,Marion County,,,Red,45,100,100,88,94,604
TN,37375,Marion County,,,Red,16,0,0,88,94,604
TN,37377,Marion County,,,Red,10,0,0,88,94,604
TN,37380,Marion County,,,Red,181,0,100,88,94,604
TN,37387,Marion County,,,Red,27,0,0,88,94,604
TN,37396,Marion County,,,Red,7,0,0,88,94,604
TN,37397,Marion County,,,Red,197,75,83,88,94,604
TN,37405,Marion County,,,Red,5,0,0,88,94,604
TN,37419,Marion County,,,Red,12,0,0,88,94,604
TN,37019,Marshall County,,,Red,30,50,50,73,89,540
TN,37034,Marshall County,,,Red,65,100,100,73,89,540
TN,37046,Marshall County,,,Red,5,0,0,73,89,540
TN,37047,Marshall County,,,Red,71,0,100,73,89,540
TN,37060,Marshall County,,,Red,1,0,0,73,89,540
TN,37091,Marshall County,,,Red,267,86,95,73,89,540
TN,37144,Marshall County,,,Red,53,0,50,73,89,540
TN,37174,Marshall County,,,Red,3,0,0,73,89,540
TN,38401,Marshall County,,,Red,12,0,0,73,89,540
TN,38451,Marshall County,,,Red,25,0,0,73,89,540
TN,38472,Marshall County,,,Red,7,0,0,73,89,540
TN,37091,Maury County,,,Red,8,0,0,57,76,827
TN,37174,Maury County,,,Red,82,100,100,57,76,827
TN,38401,Maury County,,,Red,371,60,82,57,76,827
TN,38451,Maury County,,,Red,78,0,33,57,76,827
TN,38461,Maury County,,,Red,41,0,50,57,76,827
TN,38472,Maury County,,,Red,7,0,0,57,76,827
TN,38474,Maury County,,,Red,127,60,71,57,76,827
TN,38476,Maury County,,,Red,8,0,100,57,76,827
TN,38482,Maury County,,,Red,62,100,100,57,76,827
TN,38483,Maury County,,,Red,2,0,0,57,76,827
TN,38487,Maury County,,,Red,40,0,50,57,76,827
TN,37303,Mcminn County,Green,,,254,25,57,73,85,740
TN,37309,Mcminn County,,,Red,51,0,0,73,85,740
TN,37322,Mcminn County,,,Red,20,0,100,73,85,740
TN,37325,Mcminn County,,,Red,32,0,100,73,85,740
TN,37329,Mcminn County,,,Red,66,100,100,73,85,740
TN,37331,Mcminn County,,,Red,47,100,100,73,85,740
TN,37354,Mcminn County,,,Red,12,100,100,73,85,740
TN,37370,Mcminn County,,,Red,101,100,100,73,85,740
TN,37826,Mcminn County,,,Red,103,67,75,73,85,740
TN,37846,Mcminn County,,,Red,1,0,0,73,85,740
TN,37874,Mcminn County,,,Red,49,0,0,73,85,740
TN,37880,Mcminn County,,,Red,4,0,0,73,85,740
TN,38044,Mcnairy County,,,Red,22,100,100,100,100,1048
TN,38061,Mcnairy County,,,Red,51,0,0,100,100,1048
TN,38310,Mcnairy County,,,Red,158,0,0,100,100,1048
TN,38315,Mcnairy County,,,Red,169,100,100,100,100,1048
TN,38332,Mcnairy County,,,Red,24,0,0,100,100,1048
TN,38334,Mcnairy County,,,Red,53,0,0,100,100,1048
TN,38339,Mcnairy County,,,Red,51,0,0,100,100,1048
TN,38357,Mcnairy County,,,Red,84,0,100,100,100,1048
TN,38359,Mcnairy County,,,Red,9,0,100,100,100,1048
TN,38361,Mcnairy County,,,Red,10,0,0,100,100,1048
TN,38367,Mcnairy County,,,Red,152,100,100,100,100,1048
TN,38375,Mcnairy County,,,Red,184,100,100,100,100,1048
TN,38376,Mcnairy County,,,Red,7,0,0,100,100,1048
TN,38379,Mcnairy County,,,Red,72,0,100,100,100,1048
TN,37308,Meigs County,,,Red,16,0,0,67,92,371
TN,37322,Meigs County,,,Red,244,100,100,67,92,371
TN,37336,Meigs County,,,Red,40,0,100,67,92,371
TN,37826,Meigs County,,,Red,3,0,0,67,92,371
TN,37880,Meigs County,,,Red,68,0,67,67,92,371
TN,37329,Monroe County,,,Red,19,100,100,80,90,691
TN,37354,Monroe County,,,Red,184,50,80,80,90,691
TN,37369,Monroe County,,,Red,9,0,0,80,90,691
TN,37385,Monroe County,,,Red,231,75,88,80,90,691
TN,37774,Monroe County,,,Red,5,0,0,80,90,691
TN,37801,Monroe County,,,Red,3,0,0,80,90,691
TN,37846,Monroe County,,,Red,12,0,0,80,90,691
TN,37874,Monroe County,,,Red,124,100,100,80,90,691
TN,37885,Monroe County,,,Red,94,100,100,80,90,691
TN,37010,Montgomery County,,,Red,34,0,0,61,76,885
TN,37015,Montgomery County,,,Red,3,0,100,61,76,885
TN,37040,Montgomery County,,,Red,263,50,60,61,76,885
TN,37042,Montgomery County,,Yellow,,167,76,83,61,76,885
TN,37043,Montgomery County,,,Red,196,33,64,61,76,885
TN,37050,Montgomery County,,,Red,9,0,100,61,76,885
TN,37051,Montgomery County,,,Red,21,0,0,61,76,885
TN,37052,Montgomery County,,,Red,37,0,100,61,76,885
TN,37079,Montgomery County,,,Red,24,0,100,61,76,885
TN,37142,Montgomery County,,,Red,41,0,0,61,76,885
TN,37171,Montgomery County,,,Red,33,0,100,61,76,885
TN,37191,Montgomery County,Green,,,50,0,100,61,76,885
TN,37144,Moore County,,,Red,6,0,0,25,62,160
TN,37160,Moore County,,,Red,15,0,0,25,62,160
TN,37183,Moore County,,,Red,3,0,0,25,62,160
TN,37306,Moore County,,,Red,12,0,50,25,62,160
TN,37334,Moore County,,,Red,19,0,0,25,62,160
TN,37352,Moore County,,,Red,46,0,0,25,62,160
TN,37359,Moore County,,,Red,13,0,100,25,62,160
TN,37360,Moore County,,,Red,1,0,100,25,62,160
TN,37388,Moore County,,,Red,37,100,100,25,62,160
TN,37398,Moore County,,,Red,7,0,100,25,62,160
TN,37726,Morgan County,,,Red,150,100,100,100,100,742
TN,37733,Morgan County,,,Red,1,0,0,100,100,742
TN,37748,Morgan County,,,Red,49,100,100,100,100,742
TN,37770,Morgan County,,,Red,172,100,100,100,100,742
TN,37829,Morgan County,,,Red,67,100,100,100,100,742
TN,37840,Morgan County,,,Red,28,0,100,100,100,742
TN,37845,Morgan County,,,Red,2,0,0,100,100,742
TN,37852,Morgan County,,,Red,25,100,100,100,100,742
TN,37854,Morgan County,,,Red,17,0,100,100,100,742
TN,37872,Morgan County,,,Red,169,100,100,100,100,742
TN,37887,Morgan County,,,Red,57,0,100,100,100,742
TN,38080,Obion County,,,Red,20,100,100,100,100,1688
TN,38232,Obion County,,,Red,153,100,100,100,100,1688
TN,38233,Obion County,,,Red,109,0,0,100,100,1688
TN,38237,Obion County,,,Red,16,0,0,100,100,1688
TN,38240,Obion County,,,Red,253,0,100,100,100,1688
TN,38253,Obion County,,,Red,170,100,100,100,100,1688
TN,38255,Obion County,,,Red,6,0,0,100,100,1688
TN,38257,Obion County,,,Red,155,100,100,100,100,1688
TN,38259,Obion County,,,Red,22,0,0,100,100,1688
TN,38260,Obion County,,,Red,224,100,100,100,100,1688
TN,38261,Obion County,,,Red,558,100,100,100,100,1688
TN,38281,Obion County,,,Red,1,0,0,100,100,1688
TN,38501,Overton County,,,Red,4,0,0,86,95,859
TN,38506,Overton County,,,Red,82,0,75,86,95,859
TN,38541,Overton County,,,Red,33,0,0,86,95,859
TN,38542,Overton County,,,Red,13,0,0,86,95,859
TN,38543,Overton County,,,Red,38,0,100,86,95,859
TN,38551,Overton County,,,Red,4,0,0,86,95,859
TN,38554,Overton County,,,Red,88,100,100,86,95,859
TN,38568,Overton County,,,Red,61,100,100,86,95,859
TN,38570,Overton County,,,Red,223,100,100,86,95,859
TN,38573,Overton County,,,Red,116,100,100,86,95,859
TN,38574,Overton County,,,Red,117,100,100,86,95,859
TN,38580,Overton County,,,Red,60,0,100,86,95,859
TN,38589,Overton County,,,Red,9,0,0,86,95,859
TN,37033,Perry County,,,Red,5,0,0,50,78,522
TN,37096,Perry County,,,Red,357,43,73,50,78,522
TN,37097,Perry County,,,Red,121,67,86,50,78,522
TN,38425,Perry County,,,Red,21,0,0,50,78,522
TN,38543,Pickett County,,,Red,10,100,100,50,91,315
TN,38549,Pickett County,,,Red,173,0,100,50,91,315
TN,38556,Pickett County,,,Red,5,0,0,50,91,315
TN,38573,Pickett County,,,Red,54,0,100,50,91,315
TN,38577,Pickett County,,,Red,73,0,50,50,91,315
TN,37307,Polk County,,,Red,53,100,100,83,94,353
TN,37309,Polk County,,,Red,4,0,0,83,94,353
TN,37310,Polk County,,,Red,1,0,0,83,94,353
TN,37317,Polk County,,,Red,64,100,100,83,94,353
TN,37323,Polk County,,,Red,1,0,0,83,94,353
TN,37325,Polk County,,,Red,29,0,50,83,94,353
TN,37333,Polk County,,,Red,8,0,0,83,94,353
TN,37361,Polk County,,,Red,36,100,100,83,94,353
TN,37362,Polk County,,,Red,49,100,100,83,94,353
TN,37369,Polk County,,,Red,47,0,0,83,94,353
TN,37391,Polk County,,,Red,59,0,100,83,94,353
TN,38501,Putnam County,,,Red,95,33,50,75,90,783
TN,38506,Putnam County,,,Red,225,100,100,75,90,783
TN,38544,Putnam County,,,Red,184,100,100,75,90,783
TN,38545,Putnam County,,,Red,23,0,0,75,90,783
TN,38548,Putnam County,,,Red,30,0,0,75,90,783
TN,38564,Putnam County,,,Red,5,0,0,75,90,783
TN,38574,Putnam County,,,Red,125,100,100,75,90,783
TN,38582,Putnam County,,,Red,62,0,100,75,90,783
TN,38583,Putnam County,,,Red,34,0,100,75,90,783
TN,37321,Rhea County,,,Red,134,100,100,100,100,345
TN,37332,Rhea County,,,Red,67,0,100,100,100,345
TN,37337,Rhea County,,,Red,36,0,100,100,100,345
TN,37338,Rhea County,,,Red,7,100,100,100,100,345
TN,37373,Rhea County,,,Red,1,0,0,100,100,345
TN,37381,Rhea County,,,Red,97,100,100,100,100,345
TN,37748,Roane County,,,Red,78,0,100,100,100,339
TN,37763,Roane County,,,Red,73,100,100,100,100,339
TN,37771,Roane County,,,Red,18,0,100,100,100,339
TN,37774,Roane County,,,Red,16,0,100,100,100,339
TN,37830,Roane County,,,Red,4,0,0,100,100,339
TN,37840,Roane County,,,Red,15,0,100,100,100,339
TN,37846,Roane County,,,Red,45,100,100,100,100,339
TN,37854,Roane County,,,Red,57,100,100,100,100,339
TN,37874,Roane County,,,Red,3,0,100,100,100,339
TN,37880,Roane County,,,Red,30,0,0,100,100,339
TN,37010,Robertson County,,,Red,75,50,50,71,87,823
TN,37032,Robertson County,,,Red,130,100,100,71,87,823
TN,37048,Robertson County,,,Red,2,0,0,71,87,823
TN,37049,Robertson County,,,Red,69,0,100,71,87,823
TN,37072,Robertson County,,,Red,15,0,100,71,87,823
TN,37073,Robertson County,,,Red,75,100,100,71,87,823
TN,37080,Robertson County,,,Red,2,0,0,71,87,823
TN,37141,Robertson County,,,Red,46,100,100,71,87,823
TN,37146,Robertson County,,,Red,28,0,0,71,87,823
TN,37148,Robertson County,,,Red,49,0,0,71,87,823
TN,37172,Robertson County,,,Red,298,60,82,71,87,823
TN,37188,Robertson County,,,Red,33,100,100,71,87,823
TN,37014,Rutherford County,,,Red,21,0,0,67,79,1067
TN,37020,Rutherford County,,,Red,39,0,0,67,79,1067
TN,37037,Rutherford County,,,Red,155,100,100,67,79,1067
TN,37046,Rutherford County,,,Red,11,0,0,67,79,1067
TN,37060,Rutherford County,,,Red,77,100,100,67,79,1067
TN,37085,Rutherford County,,,Red,99,0,100,67,79,1067
TN,37086,Rutherford County,,,Red,12,100,100,67,79,1067
TN,37090,Rutherford County,,,Red,3,0,0,67,79,1067
TN,37118,Rutherford County,,,Red,38,0,0,67,79,1067
TN,37122,Rutherford County,,,Red,16,0,100,67,79,1067
TN,37127,Rutherford County,,,Red,99,100,100,67,79,1067
TN,37128,Rutherford County,,,Red,70,50,75,67,79,1067
TN,37129,Rutherford County,,,Red,113,100,100,67,79,1067
TN,37130,Rutherford County,,,Red,69,0,50,67,79,1067
TN,37135,Rutherford County,,,Red,3,100,100,67,79,1067
TN,37149,Rutherford County,,,Red,77,50,50,67,79,1067
TN,37153,Rutherford County,,,Red,111,67,80,67,79,1067
TN,37167,Rutherford County,,,Red,44,100,100,67,79,1067
TN,37180,Rutherford County,,,Red,10,0,100,67,79,1067
TN,37755,Scott County,,,Red,68,0,100,100,100,611
TN,37756,Scott County,,,Red,93,100,100,100,100,611
TN,37841,Scott County,,,Red,185,100,100,100,100,611
TN,37847,Scott County,,,Red,33,0,100,100,100,611
TN,37852,Scott County,,,Red,103,100,100,100,100,611
TN,37872,Scott County,,,Red,28,0,100,100,100,611
TN,37892,Scott County,,,Red,86,100,100,100,100,611
TN,38504,Scott County,,,Red,2,0,0,100,100,611
TN,37110,Sequatchie County,,,Red,4,0,0,67,82,227
TN,37327,Sequatchie County,,,Red,140,100,100,67,82,227
TN,37338,Sequatchie County,,,Red,11,0,50,67,82,227
TN,37365,Sequatchie County,,,Red,8,0,0,67,82,227
TN,37377,Sequatchie County,,,Red,20,0,0,67,82,227
TN,37379,Sequatchie County,,,Red,10,0,0,67,82,227
TN,37397,Sequatchie County,,,Red,32,100,100,67,82,227
TN,38585,Sequatchie County,,,Red,2,0,0,67,82,227
TN,37722,Sevier County,,,Red,26,0,0,100,100,733
TN,37725,Sevier County,,,Red,5,0,0,100,100,733
TN,37738,Sevier County,,,Red,23,100,100,100,100,733
TN,37764,Sevier County,,,Red,49,0,0,100,100,733
TN,37820,Sevier County,,,Red,1,0,0,100,100,733
TN,37862,Sevier County,,,Red,121,100,100,100,100,733
TN,37863,Sevier County,,,Red,33,100,100,100,100,733
TN,37865,Sevier County,,,Red,65,100,100,100,100,733
TN,37871,Sevier County,,,Red,7,0,0,100,100,733
TN,37876,Sevier County,,,Red,400,100,100,100,100,733
TN,37920,Sevier County,,,Red,1,0,0,100,100,733
TN,38002,Shelby County,,,Red,1442,100,100,94,98,27468
TN,38004,Shelby County,Green,,,57,100,100,94,98,27468
TN,38011,Shelby County,Green,,,21,100,100,94,98,27468
TN,38016,Shelby County,,,Red,427,100,100,94,98,27468
TN,38017,Shelby County,,,Red,1079,100,100,94,98,27468
TN,38018,Shelby County,,Yellow,,496,100,100,94,98,27468
TN,38028,Shelby County,Green,,,314,88,91,94,98,27468
TN,38053,Shelby County,Green,,,1281,85,93,94,98,27468
TN,38103,Shelby County,,,Red,264,100,100,94,98,27468
TN,38104,Shelby County,Green,,,419,100,100,94,98,27468
TN,38105,Shelby County,,,Red,465,100,100,94,98,27468
TN,38106,Shelby County,Green,,,3457,81,92,94,98,27468
TN,38107,Shelby County,Green,,,2082,100,100,94,98,27468
TN,38108,Shelby County,Green,,,1966,100,100,94,98,27468
TN,38109,Shelby County,Green,,,3297,95,98,94,98,27468
TN,38111,Shelby County,Green,,,622,100,100,94,98,27468
TN,38112,Shelby County,Green,,,575,100,100,94,98,27468
TN,38113,Shelby County,,,Red,22,0,0,94,98,27468
TN,38114,Shelby County,Green,,,1408,94,98,94,98,27468
TN,38115,Shelby County,,,Red,171,100,100,94,98,27468
TN,38116,Shelby County,,,Red,725,100,100,94,98,27468
TN,38117,Shelby County,,,Red,145,100,100,94,98,27468
TN,38118,Shelby County,,,Red,582,100,100,94,98,27468
TN,38119,Shelby County,,Yellow,,172,0,100,94,98,27468
TN,38120,Shelby County,Green,,,205,100,100,94,98,27468
TN,38122,Shelby County,,,Red,301,100,100,94,98,27468
TN,38125,Shelby County,,,Red,369,100,100,94,98,27468
TN,38126,Shelby County,,,Red,1094,41,72,94,98,27468
TN,38127,Shelby County,,,Red,1433,100,100,94,98,27468
TN,38128,Shelby County,,,Red,1009,100,100,94,98,27468
TN,38131,Shelby County,,,Red,2,0,0,94,98,27468
TN,38132,Shelby County,,,Red,48,100,100,94,98,27468
TN,38133,Shelby County,,,Red,290,91,94,94,98,27468
TN,38134,Shelby County,Green,,,401,100,100,94,98,27468
TN,38135,Shelby County,Green,,,267,100,100,94,98,27468
TN,38138,Shelby County,,,Red,254,100,100,94,98,27468
TN,38139,Shelby County,,Yellow,,185,100,100,94,98,27468
TN,38141,Shelby County,,,Red,99,100,100,94,98,27468
TN,38152,Shelby County,,,Red,11,0,0,94,98,27468
TN,37012,Smith County,,,Red,18,0,0,75,90,532
TN,37030,Smith County,,,Red,133,50,80,75,90,532
TN,37057,Smith County,,,Red,10,0,0,75,90,532
TN,37087,Smith County,,,Red,20,0,0,75,90,532
TN,37090,Smith County,,,Red,4,0,0,75,90,532
TN,37145,Smith County,,,Red,102,0,100,75,90,532
TN,37151,Smith County,,,Red,16,0,0,75,90,532
TN,37184,Smith County,,,Red,12,0,0,75,90,532
TN,38547,Smith County,,,Red,43,100,100,75,90,532
TN,38548,Smith County,,,Red,16,0,100,75,90,532
TN,38552,Smith County,,,Red,8,0,0,75,90,532
TN,38560,Smith County,,,Red,51,0,0,75,90,532
TN,38563,Smith County,,,Red,52,0,100,75,90,532
TN,38567,Smith County,,,Red,29,100,100,75,90,532
TN,38569,Smith County,,,Red,16,0,0,75,90,532
TN,37023,Stewart County,,,Red,30,100,100,89,91,404
TN,37028,Stewart County,,,Red,36,0,0,89,91,404
TN,37050,Stewart County,,,Red,42,100,100,89,91,404
TN,37058,Stewart County,,,Red,171,92,94,89,91,404
TN,37061,Stewart County,,,Red,2,0,0,89,91,404
TN,37079,Stewart County,,,Red,73,100,100,89,91,404
TN,37175,Stewart County,,,Red,29,50,50,89,91,404
TN,37178,Stewart County,,,Red,21,0,100,89,91,404
TN,37617,Sullivan County,,,Red,107,100,100,100,100,547
TN,37618,Sullivan County,,,Red,83,0,100,100,100,547
TN,37620,Sullivan County,,,Red,106,100,100,100,100,547
TN,37656,Sullivan County,,,Red,9,0,100,100,100,547
TN,37659,Sullivan County,,,Red,3,0,0,100,100,547
TN,37660,Sullivan County,,,Red,104,0,100,100,100,547
TN,37663,Sullivan County,,,Red,35,0,100,100,100,547
TN,37664,Sullivan County,,,Red,35,100,100,100,100,547
TN,37686,Sullivan County,,,Red,53,0,100,100,100,547
TN,37694,Sullivan County,,,Red,7,0,0,100,100,547
TN,37857,Sullivan County,,,Red,5,0,0,100,100,547
TN,37022,Sumner County,,,Red,112,50,80,60,76,1008
TN,37031,Sumner County,,,Red,56,0,100,60,76,1008
TN,37048,Sumner County,,,Red,65,0,0,60,76,1008
TN,37066,Sumner County,,,Red,193,75,88,60,76,1008
TN,37072,Sumner County,,,Red,38,100,100,60,76,1008
TN,37075,Sumner County,,,Red,60,100,100,60,76,1008
TN,37148,Sumner County,,,Red,317,29,55,60,76,1008
TN,37186,Sumner County,,,Red,154,50,62,60,76,1008
TN,37188,Sumner County,,,Red,12,100,100,60,76,1008
TN,38004,Tipton County,,,Red,72,0,100,92,97,1655
TN,38011,Tipton County,,,Red,204,0,100,92,97,1655
TN,38015,Tipton County,,,Red,217,100,100,92,97,1655
TN,38019,Tipton County,,,Red,604,80,91,92,97,1655
TN,38023,Tipton County,,,Red,163,0,100,92,97,1655
TN,38049,Tipton County,,,Red,203,100,100,92,97,1655
TN,38053,Tipton County,,,Red,46,100,100,92,97,1655
TN,38058,Tipton County,,,Red,68,100,100,92,97,1655
TN,38069,Tipton County,,,Red,71,0,0,92,97,1655
TN,37022,Trousdale County,,,Red,25,100,100,100,100,182
TN,37031,Trousdale County,,,Red,13,0,100,100,100,182
TN,37057,Trousdale County,,,Red,14,0,0,100,100,182
TN,37074,Trousdale County,,,Red,112,100,100,100,100,182
TN,37087,Trousdale County,,,Red,16,0,0,100,100,182
TN,37601,Unicoi County,,,Red,1,0,0,100,100,104
TN,37650,Unicoi County,,,Red,38,100,100,100,100,104
TN,37657,Unicoi County,,,Red,39,100,100,100,100,104
TN,37692,Unicoi County,,,Red,24,0,0,100,100,104
TN,37705,Union County,,,Red,25,0,100,100,100,385
TN,37721,Union County,,,Red,10,0,0,100,100,385
TN,37754,Union County,,,Red,4,0,0,100,100,385
TN,37779,Union County,,,Red,86,100,100,100,100,385
TN,37807,Union County,,,Red,168,100,100,100,100,385
TN,37825,Union County,,,Red,8,0,0,100,100,385
TN,37848,Union County,,,Red,4,0,0,100,100,385
TN,37866,Union County,,,Red,47,100,100,100,100,385
TN,37870,Union County,,,Red,13,100,100,100,100,385
TN,37888,Union County,,,Red,18,100,100,100,100,385
TN,37938,Union County,,,Red,1,0,0,100,100,385
TN,37110,Van Buren County,,,Red,29,100,100,80,94,361
TN,37327,Van Buren County,,,Red,6,0,0,80,94,361
TN,37367,Van Buren County,,,Red,16,0,0,80,94,361
TN,38559,Van Buren County,,,Red,23,0,0,80,94,361
TN,38581,Van Buren County,,,Red,81,0,100,80,94,361
TN,38583,Van Buren County,,,Red,9,0,0,80,94,361
TN,38585,Van Buren County,,,Red,197,75,89,80,94,361
TN,37110,Warren County,,,Red,570,100,100,100,100,897
TN,37166,Warren County,,,Red,38,0,100,100,100,897
TN,37190,Warren County,,,Red,9,0,0,100,100,897
TN,37357,Warren County,,,Red,155,100,100,100,100,897
TN,38581,Warren County,,,Red,124,100,100,100,100,897
TN,37601,Washington County,,,Red,38,0,100,100,100,525
TN,37604,Washington County,,,Red,26,0,100,100,100,525
TN,37615,Washington County,,,Red,58,0,100,100,100,525
TN,37641,Washington County,,,Red,26,0,100,100,100,525
TN,37650,Washington County,,,Red,2,0,0,100,100,525
TN,37656,Washington County,,,Red,36,0,0,100,100,525
TN,37659,Washington County,,,Red,178,100,100,100,100,525
TN,37663,Washington County,,,Red,2,0,0,100,100,525
TN,37681,Washington County,,,Red,104,100,100,100,100,525
TN,37690,Washington County,,,Red,53,0,0,100,100,525
TN,37694,Washington County,,,Red,2,0,0,100,100,525
TN,37096,Wayne County,,,Red,6,0,0,75,91,1099
TN,38425,Wayne County,,,Red,128,50,67,75,91,1099
TN,38450,Wayne County,,,Red,129,0,100,75,91,1099
TN,38452,Wayne County,,,Red,125,0,100,75,91,1099
TN,38463,Wayne County,,,Red,148,0,100,75,91,1099
TN,38464,Wayne County,,,Red,60,100,100,75,91,1099
TN,38471,Wayne County,,,Red,110,50,67,75,91,1099
TN,38475,Wayne County,,,Red,26,0,0,75,91,1099
