id,zpid,state,county,address,city,zipcode,price,acres,price_per_acre,days_on_market,score,status,roi_pct,net_profit,red_flags
2914,447922951,TX,Smith County,"21746 County Road 2138, Troup, TX, 75789",Troup,75789,189000.0,45.364,4166.3,23,80,review,160.55,303447.75,Projected profit is estimated
2989,446004373,TX,Lampasas County,"E Fm 581, Lometa, TX, 76853",Lometa,76853,275000.0,30.0841,9141.04,408,70,manual_review,102.04,280610.9,"Projected profit is estimated, Long DOM"
2927,459939009,TX,Gregg County,"TRACT Seven Venus Rd, Gladewater, TX, 75647",Gladewater,75647,136153.0,38.323,3552.78,42,65,review,99.45,135400.88,Projected profit is estimated
2943,224944537,TX,Medina County,"299 CR 779, Devine, TX, 78016",Devine,78016,265000.0,31.584,8390.32,142,60,review,68.02,180263.65,Projected profit is estimated
2857,456789682,TX,Robertson County,"5403 Dry Creek Ln, Calvert, TX, 77837",Calvert,77837,329000.0,40.0,8225.0,169,50,manual_review,62.83,206710.6,"Projected profit is estimated, Borderline deal kept for manual review"
2854,2060438770,TX,Kaufman County,"0 Co Rd #218, Forney, TX, 75126",Forney,75126,399000.0,27.4,14562.04,330,45,manual_review,51.76,206540.0,"Projected profit is estimated, Long DOM, Borderline deal kept for manual review"
2820,455575613,TX,Wood County,"County Road 3419, Hawkins, TX, 75765",Hawkins,75765,60000.0,16.46,3645.2,51,40,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2842,459651089,TX,Houston County,"Tbdlot 3 County Rd #2240, Grapeland, TX, 75844",Grapeland,75844,68000.0,12.0,5666.67,57,40,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2865,243024428,TX,Johnson County,"8740 Parkview Ct, Cleburne, TX, 76033",Cleburne,76033,79000.0,6.116,12916.94,62,40,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2804,459762523,TX,Van Zandt County,"Vz County Road 1905, Edgewood, TX, 75117",Edgewood,75117,98000.0,17.14,5717.62,51,40,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2916,455402457,TX,Atascosa County,"0 Pr Riley LOT 23, Poteet, TX, 78065",Poteet,78065,147500.0,14.024,10517.68,42,40,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2985,460777030,TX,Eastland County,"101 Highway, Ranger, TX, 76470",Ranger,76470,299000.0,48.12,6213.63,5,40,reject,30.18,90225.95,Projected profit is estimated
2794,26499294,TX,Brazoria County,"34823 Fm 1301 Rd, West Columbia, TX, 77486",West Columbia,77486,6032.0,5.73,1052.71,156,35,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2868,455918390,TX,Cameron County,"122313 Old Port Isabel Rd, Pt Isabel, TX, 78578",Pt Isabel,78578,32000.0,6.5,4923.08,97,35,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2802,458390084,TX,Collin County,"1293 Windflower Way, Allen, TX, 75013",Allen,75013,75000.0,7.14,10504.2,108,35,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2801,458840337,TX,Montgomery County,"Palmetto Rd, Magnolia, TX, 77354",Magnolia,77354,175000.0,18.59,9413.66,147,35,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2867,448349471,TX,Montgomery County,"LOT 33 Frank Ln, Magnolia, TX, 77354",Magnolia,77354,30000.0,6.2,4838.71,263,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2938,2057765609,TX,Brewster County,"Township Road 2535 Private Rd, Terlingua, TX, 79852",Terlingua,79852,32000.0,40.0,800.0,645,30,reject,-150.9,-48288.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2830,456351464,TX,Montgomery County,"LOT 25 Frank Ln, Magnolia, TX, 77354",Magnolia,77354,35000.0,5.0,7000.0,185,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2926,446873077,TX,Cameron County,"113 Old Port Isabel Rd, Brownsville, TX, 78521",Brownsville,78521,35000.0,5.57,6283.66,392,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
3003,459995040,TX,,"00 SS Farms Lot 1920 LOT 1920, Christine, TX, 78064",Christine,78064,49900.0,10.0,4990.0,38,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Missing county"
3011,460867784,TX,Montgomery County,"Morgan Cemetary Rd, Cleveland, TX, 77328",Cleveland,77328,75000.0,7.5,10000.0,2,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2995,460880334,TX,Hunt County,"LOT 19 County Road 4813, Commerce, TX, 75428",Commerce,75428,89900.0,12.1,7429.75,1,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
3012,452317621,TX,Hill County,"590 Private Road 370 Rd, Hubbard, TX, 76648",Hubbard,76648,99000.0,12.02,8236.27,407,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2936,344605039,TX,Comal County,"162 Zinnia LOT 668, Spring Branch, TX, 78070",Spring Branch,78070,145000.0,6.52,22239.26,13,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2826,455713421,TX,Rains County,"Rs County Rd #1520, Pt, TX, 75472",Pt,75472,184140.0,10.23,18000.0,7,30,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2913,2067100944,TX,Caldwell County,"2901 Mule Creek Rd, Harwood, TX, 78632",Harwood,78632,490000.0,35.0,14000.0,276,30,reject,29.95,146769.2,"Projected profit is estimated, Long DOM"
2849,2095882985,TX,Palo Pinto County,"Arts Way, Gordon, TX, 76453",Gordon,76453,26500.0,5.03,5268.39,177,25,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2952,457036652,TX,San Jacinto County,"Upper Vann Rd, Cleveland, TX, 77328",Cleveland,77328,95000.0,14.0,6785.71,160,25,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2825,453101999,TX,Gillespie County,"1632 Link Rd, Doss, TX, 78618",Doss,78618,158670.0,11.797,13450.03,128,25,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2880,457717171,TX,Ellis County,"0 Bee Creek Rd, Grandview, TX, 76050",Grandview,76050,275000.0,16.45,16717.33,132,25,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2793,2090025898,TX,Bosque County,"228 Private Road 2163, Iredell, TX, 76649",Iredell,76649,45000.0,5.54,8122.74,254,20,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2861,455435835,TX,Madison County,"W Caney Rd, Normangee, TX, 77871",Normangee,77871,99500.0,10.43,9539.79,221,20,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
3006,451955043,TX,Atascosa County,"1294 CR 429, Pleasanton, TX, 78064",Pleasanton,78064,139000.0,10.05,13830.85,297,20,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2796,2057924938,TX,Hunt County,"2967 County Road 4410, Commerce, TX, 75428",Commerce,75428,165000.0,20.0,8250.0,246,20,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2882,2074835003,TX,Lee County,"3519 County Road 127, Ledbetter, TX, 78946",Ledbetter,78946,165000.0,14.0,11785.71,252,20,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2874,2062926047,TX,Atascosa County,"551 Private Road Mia Ln, Floresville, TX, 78114",Floresville,78114,195000.0,12.04,16196.01,324,20,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2911,2068533697,TX,Guadalupe County,"3237 Church Rd, Seguin, TX, 78155",Seguin,78155,210000.0,15.45,13592.23,444,20,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Long DOM"
2843,460894781,TX,Brewster County,"0 Ruby LOT 217, Alpine, TX, 79830",Alpine,79830,8499.0,5.0,1699.8,1,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2859,456952428,TX,Rusk County,"County Road 3216 Off, Marshall, TX, 75670",Marshall,75670,26050.0,5.21,5000.0,163,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold, Possible flood/wetland mention"
3001,444653743,TX,Polk County,"0 Menard Chapel Rd, Livingston, TX, 77351",Livingston,77351,34000.0,7.09,4795.49,77,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2808,2064232694,TX,Anderson County,"0 An County Rd #1204, Elkhart, TX, 75839",Elkhart,75839,37000.0,6.18,5987.06,62,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2814,455573969,TX,Morris County,"1 Highway 729, Lone Star, TX, 75668",Lone Star,75668,39900.0,12.2,3270.49,19,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2965,2097574168,TX,Upshur County,"0 Camp Joy Rd, Ore City, TX, 75683",Ore City,75683,50000.0,5.25,9523.81,2,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2837,460848795,TX,Eastland County,"County Road 240, Rising Star, TX, 76471",Rising Star,76471,59750.0,5.0,11950.0,2,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2910,447321491,TX,San Jacinto County,"0 Wolfe Creek Rd Lot 66, Shepherd, TX, 77371",Shepherd,77371,60000.0,5.01,11976.05,3,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2963,460752429,TX,Panola County,"Private Road 1817, Gary, TX, 75643",Gary,75643,65000.0,10.25,6341.46,7,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2967,455574619,TX,Gregg County,"Watson Rd, Kilgore, TX, 75662",Kilgore,75662,69900.0,5.18,13494.21,9,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2905,460619445,TX,Tyler County,"County Road 4595, Warren, TX, 77664",Warren,77664,70000.0,12.4,5645.16,13,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
3005,459393870,TX,Comanche County,"LOT 19 County Road 446, De Leon, TX, 76444",De Leon,76444,79900.0,10.0,7990.0,68,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2888,2066335956,TX,Rusk County,"Fm 3231, Tatum, TX, 75691",Tatum,75691,82782.0,9.0,9198.0,11,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2863,351226776,TX,Eastland County,"1757 County Road 252, Rising Star, TX, 76471",Rising Star,76471,85000.0,7.74,10981.91,6,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2947,459530712,TX,San Augustine County,"Apn 6640 Hwy S #147, San Augustine, TX, 75972",San Augustine,75972,89000.0,35.0,2542.86,60,15,reject,-86.02,-76559.9,"Projected profit is estimated, ROI below threshold"
2823,460847940,TX,Eastland County,"County Road 254, Rising Star, TX, 76471",Rising Star,76471,89900.0,10.0,8990.0,2,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
3009,450529712,TX,Burleson County,"County Road 322, Caldwell, TX, 77836",Caldwell,77836,89900.0,8.504,10571.5,7,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2798,459855818,TX,Real County,"11586 Ranch Rd 336 LOT 3, Leakey, TX, 78873",Leakey,78873,90000.0,10.37,8678.88,47,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2833,460718590,TX,Red River County,"County Road 1420, Bogata, TX, 75417",Bogata,75417,90000.0,10.0,9000.0,8,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
3002,2057533835,TX,Upshur County,"Floyd Rd, Gilmer, TX, 75645",Gilmer,75645,90000.0,11.5,7826.09,1,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2891,447943879,TX,Cass County,"11 Ac Cres #2620 & 2621, Hughes Springs, TX, 75656",Hughes Springs,75656,92000.0,11.64,7903.78,4,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2841,2058921974,TX,Hamilton County,"24 Private Road 6332, Hamilton, TX, 76531",Hamilton,76531,99000.0,10.01,9890.11,2,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2906,460781724,TX,Gregg County,"Swanson Rd, Kilgore, TX, 75662",Kilgore,75662,100000.0,10.0,10000.0,5,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2892,460797857,TX,Cameron County,"0 Angel Ln, San Benito, TX, 78586",San Benito,78586,110000.0,5.0,22000.0,4,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2912,456059229,TX,Jasper County,"1655 County Road 716, Buna, TX, 77612",Buna,77612,115000.0,10.01,11488.51,4,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2993,2118386007,TX,Marion County,"0 Liberty Rd, Jefferson, TX, 75657",Jefferson,75657,117765.0,26.17,4500.0,1,15,reject,-48.17,-56725.6,"Projected profit is estimated, ROI below threshold"
2812,460833864,TX,Hill County,"110 Private Road 402, Grandview, TX, 76050",Grandview,76050,120000.0,5.0,24000.0,3,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2948,448095104,TX,Angelina County,"550 Robert Jones Rd, Huntington, TX, 75949",Huntington,75949,120000.0,17.36,6912.44,1,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2940,460780851,TX,Houston County,"148 Private Road 8033, Crockett, TX, 75835",Crockett,75835,125000.0,10.315,12118.27,5,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2968,460612245,TX,Jack County,"Not Addressed Yet Slusher Rd, Jacksboro, TX, 76458",Jacksboro,76458,128000.0,5.0,25600.0,14,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2866,2070416224,TX,Van Zandt County,"0 Fm 859, Edgewood, TX, 75117",Edgewood,75117,129000.0,6.83,18887.26,7,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2917,2098418165,TX,Cameron County,"0 Stanford Rd, Los Fresnos, TX, 78566",Los Fresnos,78566,129000.0,5.2,24807.69,4,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2829,455237863,TX,Kaufman County,"Sundown Dr, Kaufman, TX, 75142",Kaufman,75142,134900.0,5.0,26980.0,42,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2901,2069076474,TX,Jefferson County,"0 Loop Rd, Beaumont, TX, 77713",Beaumont,77713,135000.0,5.93,22765.6,4,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2822,80091407,TX,Montgomery County,"10000 Bentley Dr, Hockley, TX, 77447",Hockley,77447,139000.0,5.0,27800.0,50,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2909,460705694,TX,Guadalupe County,"372 Shoshoni LOT 4, Kingsbury, TX, 78638",Kingsbury,78638,149000.0,10.13,14708.79,9,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2974,460880029,TX,Matagorda County,"166 Bucks Bayou Rd, Bay City, TX, 77414",Bay City,77414,149900.0,19.48,7695.07,1,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2851,460810216,TX,Wood County,"423 County Road 1560, Alba, TX, 75410",Alba,75410,150000.0,8.09,18541.41,4,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2879,439317472,TX,Brazoria County,"0 County Road 121, Rosharon, TX, 77583",Rosharon,77583,150000.0,7.12,21067.42,46,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2929,460775452,TX,Brewster County,"2083 South County Rd, Terlingua, TX, 79852",Terlingua,79852,150000.0,40.0,3750.0,5,15,reject,-114.01,-171008.0,"Projected profit is estimated, ROI below threshold"
2966,442946327,TX,Montague County,"TRACT 3 Fm 677 S, Saint Jo, TX, 76265",Saint Jo,76265,150000.0,11.447,13103.87,64,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2970,2061808533,TX,Lee County,"1241 Scenic Vw, Lexington, TX, 78947",Lexington,78947,150000.0,5.0,30000.0,24,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2836,66995264,TX,Smith County,"County Road 450, Lindale, TX, 75771",Lindale,75771,151200.0,9.45,16000.0,2,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2972,460893562,TX,Atascosa County,"8449 Coughran LOT 5, Pleasanton, TX, 78064",Pleasanton,78064,152000.0,5.0,30400.0,1,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2809,449920957,TX,Montgomery County,"215 Garden West Rd Lot 24, Conroe, TX, 77304",Conroe,77304,159000.0,5.72,27797.2,21,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2876,78820624,TX,Hunt County,"10790 Newell Creek Dr, Quinlan, TX, 75474",Quinlan,75474,159000.0,7.0,22714.29,29,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2898,442197140,TX,Henderson County,"12200 County Road 2404, Seven Points, TX, 75143",Seven Points,75143,160000.0,10.0,16000.0,64,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2991,122502137,TX,Fort Bend County,"15610 Tierra Grande Dr, Needville, TX, 77461",Needville,77461,160000.0,5.0,32000.0,60,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2984,459521621,TX,Houston County,"1230 Southfield Trl, Lovelady, TX, 75851",Lovelady,75851,162000.0,10.01,16183.82,60,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2997,455584068,TX,Cooke County,"0 County Road 312, Gainesville, TX, 76240",Gainesville,76240,165000.0,5.0,33000.0,22,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2795,460854803,TX,Brazos County,"1127AC Opersteny Rd, Bryan, TX, 77808",Bryan,77808,169900.0,11.27,15075.42,3,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2884,250556139,TX,San Jacinto County,"290 Over The Hill Rd, Pointblank, TX, 77364",Pointblank,77364,169900.0,11.14,15251.35,32,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2887,455574115,TX,Harrison County,"Coppedge Smith Rd, Harleton, TX, 75651",Harleton,75651,172500.0,50.0,3450.0,16,15,reject,-62.33,-107525.0,"Projected profit is estimated, ROI below threshold"
2960,2053637429,TX,Madison County,"9151 Oxford Cemetery Rd, Madisonville, TX, 77864",Madisonville,77864,174900.0,7.635,22907.66,3,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
2860,460181702,TX,Wise County,"N County Line Rd #2601, Ponder, TX, 76259",Ponder,76259,175000.0,6.969,25111.21,32,15,reject,0.0,0.0,"Projected profit is estimated, ROI below threshold"
